Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Greece,GRC,..,5.43524817365646,2.8072498262461,2.80495428402165,2.88403081993805,2.95071544544105,3.23772723475805,3.20729291255642,3.39781194636034,3.74792379254607,3.45722901760207,3.53086110570879
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Greenland,GRL,..,..,14.7283901198521,11.5861031645383,13.3982099730075,14.5808036302829,16.1929017960507,14.947174643829,17.3619308335636,16.9282306245098,18.6557454447635,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Grenada,GRD,8.88479939248871,5.16480146494623,3.7673235177177,4.62640919889156,4.51317499389574,4.44783398246364,4.83221185639477,4.83540251850236,6.10173913043478,7.42834096121826,6.238367502549,5.77160359290217
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Guatemala,GTM,25.8791598201071,22.8211479342179,11.1504676024348,11.6577804043303,11.0542369421244,11.0748439403577,10.553730084135,10.6330226874688,10.7003225239777,10.4810364747558,10.0094301495352,10.058150029632
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Guinea,GIN,24.6889470604942,20.981831237982,15.9800071864814,16.3606188802006,17.4849487340474,16.0697496325309,16.8316731895425,17.5452721202844,17.5237558458343,18.4782419041654,17.8275330755889,16.2022966984135
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Guinea-Bissau,GNB,56.9360486040611,41.7286714348049,46.6677169502863,43.9999180334168,45.0880467997574,45.0224585558608,46.8924980131574,44.1356110162071,41.1323465837102,46.788125275653,46.3483590103277,49.1544649905186
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Guyana,GUY,33.5844264379608,25.8453064046446,20.016602597668,17.9345253528129,16.3882828195546,16.3950802391381,16.4532545350078,16.5360754237702,16.5157053310288,17.1492157207645,13.2589164170977,12.6819126819127
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Haiti,HTI,..,19.8466814900748,22.2149423759927,22.3181573092429,25.6856020932602,20.6301291711518,17.7340113576439,18.2118389265796,17.613849196318,17.082190187988,17.5279402633351,17.5876226058187
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Honduras,HND,19.9649046821409,14.3725235386886,12.1501702062634,10.8250414864446,11.5912204379757,14.2196558016977,13.5662940347061,12.1911279403961,12.5383501333105,12.2159784468116,12.0972168744978,12.8650390560221
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Hong Kong SAR, China",HKG,..,0.0873270375124953,0.0541731796493912,0.0656925288308839,0.0533684018528068,0.0487999048815413,0.0546866831053985,0.0572883662527095,0.0661945438173809,0.0679653751855497,0.076201151769569,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Hungary,HUN,..,4.87723139212562,3.36333178027354,2.96542570704182,2.9858915460977,3.90535743268542,3.84496903936561,3.8520218003214,3.96553258799254,3.71018214310582,3.71871852089422,3.30876412168779
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Iceland,ISL,..,7.03644457870792,5.01246183043523,5.82229554846566,6.51666346351506,6.76975110733686,6.71258131239805,6.00409528084605,5.2632328637857,5.44853905388636,5.11394439629173,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,India,IND,27.2056320780454,21.8573679189033,17.3100958351778,17.282726270637,17.5173523891571,17.1919735574898,16.8453770659702,17.148423543466,16.7919345145807,16.1679868554202,16.2845948141203,15.4502625862156
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Indonesia,IDN,21.5487236013604,15.6787044387708,14.4817402607762,15.290148146172,13.929212707137,13.5122870743946,13.3739742350727,13.3566991621949,13.3367549992146,13.4926435578886,13.471110915125,13.142301416182
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Iran, Islamic Rep.",IRN,12.49086055772,9.068419327037,6.1227725911112,6.92448961486292,6.49939072557204,5.44726700369877,7.61836337076074,9.75366509097208,9.78225737977002,10.484703582666,9.63736554520251,10.075118412192
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Iraq,IRQ,8.24886234611499,4.63474550697269,3.84778019548826,5.22993319137947,5.16228354680036,4.56377343749618,4.12427143758484,4.768,4.898,4.749,5.1,4.7
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Ireland,IRL,..,2.50478358664644,0.845436930248417,0.554019503000937,0.957172032407773,1.20931673305058,0.99148370712811,1.12400406703824,1.2874198430778,0.89311668184198,0.924812867718969,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Israel,ISR,..,1.26491204666347,1.49520742518364,1.74663544212536,1.50469464791468,1.52765810538213,1.22062049068119,1.19677662572294,1.14453907592536,1.17245699056556,1.16816335386486,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Italy,ITA,3.16508073480087,2.55234084877479,1.86694758842136,1.78968709785112,1.77104663123954,1.88585646734347,1.96482908883537,2.09486593878807,1.94081712281062,2.01887025244667,1.89270567009178,1.92481403049283
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Jamaica,JAM,..,6.23190015732816,4.89912215623133,5.47227301570614,5.26943157113039,5.6492082432999,5.77406800616355,5.97495352705215,5.97313290139628,6.30229020153605,6.6277156744381,6.44656542475197
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Japan,JPN,..,1.53599921018557,1.05840864794359,1.08261270150623,1.10225982049905,1.0754189233601,1.14179569465804,1.10418708697322,1.05626649230554,1.11029279352945,1.1503293367689,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Jordan,JOR,6.88157810956965,2.01543037624994,2.41638659486963,2.71517346129858,2.98930988206952,2.92178916339915,2.75200339354495,2.99238010116626,3.32355349086667,3.67857344788877,3.78691866152101,4.007840873673
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Kazakhstan,KAZ,..,8.11078388505165,5.31580324655219,6.14688498650048,4.51052752955614,4.9889741557576,4.28833015629833,4.50354556962711,4.32955246164473,4.71054741881579,4.55600427070659,4.43167662601558
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Kenya,KEN,25.3141333603756,28.7217806412905,22.1963401579826,23.3604009934043,24.8262174872647,26.3036586714302,26.2105328348823,26.4433297881958,27.4509408107841,30.1924094503557,32.1353259834783,31.5167986912418
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Kiribati,KIR,11.1333333333333,19.9597413793103,23.7554064922522,23.4271684997911,23.5246981772744,24.4556720564251,23.1259067970894,22.181676181574,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Korea, Rep.",KOR,7.6019549618309,3.94364095099283,2.26195350225199,2.34724467438703,2.23640410081972,2.28516801845303,2.23419727095596,2.12930133602864,2.12372919803136,2.08501385344217,1.92759592297656,1.96113207449036
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Kosovo,XKX,..,..,14.7932643877245,14.1340672301946,13.6041439476554,12.770247796441,12.2077049277539,11.9882876288079,11.8868432869331,10.3256470750314,10.4599064373723,9.32658868163136
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Kuwait,KWT,..,..,..,..,0.451644694081762,0.438939018997168,0.359794918948652,0.355117518793491,0.45068694109742,0.537807520602901,0.567649358633821,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Kyrgyz Republic,KGZ,32.6757666417352,34.1875919159793,23.4855331532901,18.7607374707352,17.4482561772443,16.56531665018,16.654196378216,14.6378725497812,14.7186631194877,14.0607643300857,12.8344731564928,12.3282541069482
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Lao PDR,LAO,46.4688634742615,33.6302510318769,24.1764814322901,24.2053770847542,22.595794134322,20.7912551867811,18.5484865741669,17.9304984280698,17.8487917821046,17.5881439572026,17.2303101257028,16.1997598561979
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Latvia,LVA,..,4.57945843429019,2.97181231259934,3.30501116160529,3.9404096838417,3.44924022895211,3.27239634548961,3.28030243053501,3.34163584187305,3.64263239256188,3.424962359006,3.4027056069162
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Lebanon,LBN,..,6.23750960799385,4.48800408037946,3.92843820610467,3.84711735148271,3.79050718879505,3.73724006990488,3.98079525074591,4.0808219165499,3.45490704840597,3.45490704842328,3.5308794092536
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Lesotho,LSO,12.1616496818622,7.82713481504646,5.20886743097209,5.7362909539868,5.12364822989117,5.15211508649453,4.99762592305219,5.92483369729853,5.62112485115297,4.96991944526866,5.19813048169117,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Liberia,LBR,54.3704474505723,76.0738480707271,65.1746005043289,58.0357104210251,44.7999999381139,44.3004011906303,38.8020397579948,37.2280606216286,35.7675111773472,34.3706981317601,34.1980009519277,34.1983317886932
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Libya,LBY,..,..,1.84947245017585,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Lithuania,LTU,..,5.57906457922664,3.28025924513691,2.53290939882076,2.99074740793108,3.47358905931867,4.01780246858776,3.57914578546034,3.42271328994342,3.44004818283099,2.98696932061041,3.09048388288581
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Luxembourg,LUX,..,0.622883964280037,0.3122355904092,0.253276964945076,0.247223517298553,0.252350036648048,0.359339088293131,0.276884340410963,0.265289363353935,0.230243007607322,0.242412113157273,0.281588798119267
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Macedonia, FYR",MKD,7.52670329171037,10.0966836385866,11.4435151485936,10.3701684908181,10.1208334857854,9.35077749005786,9.10493397299782,10.0274760854448,10.1777568035237,9.73935941530524,9.11149293432251,9.42177002458905
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Madagascar,MDG,26.0724734756468,26.466650016565,22.3202628549034,26.8432266764541,25.7652480035448,25.9601474529335,25.7722427990738,24.2936862981342,24.3491568095257,23.4861075834636,21.3442558589215,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Malawi,MWI,38.4826059742569,35.6608481454938,29.9758065486818,30.4290029672226,29.6148722529818,28.7723804157092,28.2889262394967,28.673642187669,28.702698759338,27.4812238583409,25.9270434125021,26.0969242390109
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Malaysia,MYS,15.2165332840671,8.59930247109295,9.96861085423951,9.219069273159,10.0899159275121,11.4533531198278,9.79375074645921,9.11336384538206,8.87320901302643,8.46022753283817,8.65533443891653,8.78425289302517
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Maldives,MDV,..,8.76095309483164,6.87564674670536,5.41948176665845,5.63412062612204,5.385634653611,5.19060478867434,5.41343405241382,5.30718633604263,5.70425281373465,5.88088087532748,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mali,MLI,37.4176793882017,32.9018677247122,33.1323471820487,31.7666384667276,33.0168300296146,34.5586305785061,38.1141024753005,36.7320515235235,37.3099517160414,37.6615570228618,38.3532599608657,38.3393063269516
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Malta,MLT,3.15176840512303,1.99094404878382,1.22375055068775,1.48242270224481,1.45617092203955,1.39152314395158,1.30878512235274,1.19057490217633,1.13606665800569,1.09976087093323,1.16170721900223,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Marshall Islands,MHL,..,..,9.85515004887809,12.2128359733162,15.0453835985775,15.186154537242,21.1316710241974,20.3248590520856,15.6791070224407,14.3380706715266,15.9227825208592,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritania,MRT,26.554647799175,34.3661794462801,23.4387513551737,24.1117939237259,20.2932660439434,17.0922633822494,17.9313589332955,17.996074990329,21.9066251208133,24.5231814291077,23.9901727983635,22.8944811541589
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritius,MUS,10.8874239350913,6.09225533253783,4.07487669478706,3.88063998683832,3.64174219127995,3.70364769678842,3.65727062205542,3.3754299846669,3.25917839525381,3.15399384717475,3.187929111129,3.11055449014824
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mexico,MEX,7.18054548801052,3.32308631189687,3.16037878895194,3.24149409965482,3.21915451733854,3.08846165333022,3.17392488377775,3.13878370998625,3.13526004427676,3.20034455206317,3.35317642734475,3.42126144790938
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,24.2665599891607,26.2282006685959,25.0606322319568,24.7809489760643,26.3513023849813,28.0636737832735,26.3094944177827,24.7645996471755,26.060108883304,27.0794527005209,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Moldova,MDA,..,25.4095697414816,8.81099788633607,8.49664527286313,12.0433719335286,12.2590540375603,11.2166032382124,12.3201671475475,13.0472414100848,12.2398831621289,12.1097993308567,12.2084339192254
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mongolia,MNG,12.4738366427747,27.4225306231533,19.2151247825371,17.8644380709085,11.7325631980129,10.3073568180221,11.25802455755,13.4140624661601,13.3412210877097,13.3561451328882,11.6817537548278,10.4189188072624
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Montenegro,MNE,..,11.3018779223777,7.44048654800711,8.26818389210544,7.67808287121331,8.07294825378739,7.45245288664758,8.03466011119167,8.09984036646308,8.06118573423757,7.47233204879655,7.61604088634928
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Morocco,MAR,15.0951754132603,11.8772796274601,11.9591217907858,13.0286192204766,12.9435245416913,13.1199875133676,12.3295603982163,13.3895668114081,11.6707228352185,12.7959740303373,12.0248711026956,13.056402635543
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Mozambique,MOZ,34.1035150836584,20.1145391159568,26.8562334140111,27.9009801269615,27.3439023591681,26.2958842850096,25.2325154212728,24.0814894082331,22.7504376861514,22.9439702806779,22.54724319803,21.8361222960426
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Myanmar,MMR,..,57.2386452556232,40.2750956375485,38.1081206105058,36.853075751266,32.4961825024034,30.5901997024538,29.5337253604993,27.8297163088971,26.7717952136965,25.4638822877583,26.1789508480074
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Namibia,NAM,9.00876357531381,10.7683257167622,7.6300669061913,8.25322770550368,8.57779153605123,8.231879363485,8.05447519990682,6.34446082938625,6.68928067327184,5.88283517947904,6.09913974187168,6.92341819604818
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Nauru,NRU,..,..,..,..,..,..,..,3.3718179371308,3.15427911494399,3.64253320227483,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Nepal,NPL,48.8028931693355,38.2438970402226,30.3057163664183,31.3226520633995,33.1793784908122,34.9791580404315,33.1480007123477,31.5346036102421,30.267148397123,29.3829458795774,29.1698518537893,27.0370839830956
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Netherlands,NLD,3.96439499577998,2.24009677253767,1.58003513970615,1.48848657576837,1.71461508253208,1.5082536329828,1.58486834355296,1.71551655462751,1.65850185819779,1.62438895204819,1.64280194295522,1.8605558344063
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,New Caledonia,NCL,3.62420976494962,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,New Zealand,NZL,7.58333661559468,8.90619002319798,7.24196670129788,7.87846652012087,8.64113176755115,8.15649898471682,7.23725353148911,8.57572696597821,6.26532583657395,5.48676110308436,..,..
